,name,skin_tone,gender,age,real_face,aug_name,aug_cat
672,TRAIN0672.png,monk_5,male,61_100,1,AUG_61_100_45_TRAIN0672.png,age
5041,TRAIN5041.png,monk_3,male,61_100,1,AUG_61_100_46_TRAIN5041.png,age
3557,TRAIN3557.png,monk_5,male,61_100,1,AUG_61_100_47_TRAIN3557.png,age
5135,TRAIN5135.png,monk_8,female,61_100,1,AUG_61_100_48_TRAIN5135.png,age
26,TRAIN0026.png,monk_2,male,61_100,1,AUG_61_100_49_TRAIN0026.png,age
3313,TRAIN3313.png,monk_7,male,61_100,1,AUG_61_100_50_TRAIN3313.png,age
160,TRAIN0160.png,monk_3,male,61_100,1,AUG_61_100_51_TRAIN0160.png,age
2099,TRAIN2099.png,monk_7,male,61_100,1,AUG_61_100_52_TRAIN2099.png,age
672,TRAIN0672.png,monk_5,male,61_100,1,AUG_61_100_53_TRAIN0672.png,age
1451,TRAIN1451.png,monk_2,male,61_100,1,AUG_61_100_54_TRAIN1451.png,age
2902,TRAIN2902.png,monk_6,female,61_100,1,AUG_61_100_55_TRAIN2902.png,age
3129,TRAIN3129.png,monk_6,male,61_100,1,AUG_61_100_56_TRAIN3129.png,age
5141,TRAIN5141.png,monk_3,male,61_100,1,AUG_61_100_57_TRAIN5141.png,age
3478,TRAIN3478.png,monk_3,male,61_100,1,AUG_61_100_58_TRAIN3478.png,age
3478,TRAIN3478.png,monk_3,male,61_100,1,AUG_61_100_59_TRAIN3478.png,age
351,TRAIN0351.png,monk_6,male,61_100,1,AUG_61_100_60_TRAIN0351.png,age
1847,TRAIN1847.png,monk_2,female,61_100,1,AUG_61_100_61_TRAIN1847.png,age
4302,TRAIN4302.png,monk_2,female,61_100,1,AUG_61_100_62_TRAIN4302.png,age
2158,TRAIN2158.png,monk_3,female,61_100,1,AUG_61_100_63_TRAIN2158.png,age
3935,TRAIN3935.png,monk_6,male,61_100,1,AUG_61_100_64_TRAIN3935.png,age
1881,TRAIN1881.png,monk_2,male,61_100,1,AUG_61_100_65_TRAIN1881.png,age
4458,TRAIN4458.png,monk_3,male,61_100,1,AUG_61_100_66_TRAIN4458.png,age
4302,TRAIN4302.png,monk_2,female,61_100,1,AUG_61_100_67_TRAIN4302.png,age
976,TRAIN0976.png,monk_1,female,61_100,1,AUG_61_100_68_TRAIN0976.png,age
26,TRAIN0026.png,monk_2,male,61_100,1,AUG_61_100_69_TRAIN0026.png,age
5031,TRAIN5031.png,monk_8,female,61_100,1,AUG_61_100_70_TRAIN5031.png,age
1135,TRAIN1135.png,monk_2,female,61_100,1,AUG_61_100_71_TRAIN1135.png,age
2566,TRAIN2566.png,monk_8,female,61_100,1,AUG_61_100_72_TRAIN2566.png,age
907,TRAIN0907.png,monk_5,female,61_100,1,AUG_61_100_73_TRAIN0907.png,age
2662,TRAIN2662.png,monk_5,female,61_100,1,AUG_61_100_74_TRAIN2662.png,age
3935,TRAIN3935.png,monk_6,male,61_100,1,AUG_61_100_75_TRAIN3935.png,age
4857,TRAIN4857.png,monk_2,female,61_100,1,AUG_61_100_76_TRAIN4857.png,age
351,TRAIN0351.png,monk_6,male,61_100,1,AUG_61_100_77_TRAIN0351.png,age
3518,TRAIN3518.png,monk_7,male,61_100,1,AUG_61_100_78_TRAIN3518.png,age
3109,TRAIN3109.png,monk_6,female,61_100,1,AUG_61_100_79_TRAIN3109.png,age
3289,TRAIN3289.png,monk_6,female,61_100,1,AUG_61_100_80_TRAIN3289.png,age
1847,TRAIN1847.png,monk_2,female,61_100,1,AUG_61_100_81_TRAIN1847.png,age
497,TRAIN0497.png,monk_9,male,61_100,1,AUG_61_100_82_TRAIN0497.png,age
3049,TRAIN3049.png,monk_5,male,61_100,1,AUG_61_100_83_TRAIN3049.png,age
1135,TRAIN1135.png,monk_2,female,61_100,1,AUG_61_100_84_TRAIN1135.png,age
3518,TRAIN3518.png,monk_7,male,61_100,1,AUG_61_100_85_TRAIN3518.png,age
1847,TRAIN1847.png,monk_2,female,61_100,1,AUG_61_100_86_TRAIN1847.png,age
3109,TRAIN3109.png,monk_6,female,61_100,1,AUG_61_100_87_TRAIN3109.png,age
244,TRAIN0244.png,monk_3,male,61_100,1,AUG_61_100_88_TRAIN0244.png,age
558,TRAIN0558.png,monk_5,male,61_100,1,AUG_61_100_89_TRAIN0558.png,age
4088,TRAIN4088.png,monk_4,female,61_100,1,AUG_61_100_90_TRAIN4088.png,age
1451,TRAIN1451.png,monk_2,male,61_100,1,AUG_61_100_91_TRAIN1451.png,age
2566,TRAIN2566.png,monk_8,female,61_100,1,AUG_61_100_92_TRAIN2566.png,age
3289,TRAIN3289.png,monk_6,female,61_100,1,AUG_61_100_93_TRAIN3289.png,age
3289,TRAIN3289.png,monk_6,female,61_100,1,AUG_61_100_94_TRAIN3289.png,age
5072,TRAIN5072.png,monk_2,male,61_100,1,AUG_61_100_95_TRAIN5072.png,age
1003,TRAIN1003.png,monk_6,female,61_100,1,AUG_61_100_96_TRAIN1003.png,age
4390,TRAIN4390.png,monk_5,female,61_100,1,AUG_61_100_97_TRAIN4390.png,age
4390,TRAIN4390.png,monk_5,female,61_100,1,AUG_61_100_98_TRAIN4390.png,age
885,TRAIN0885.png,monk_8,male,61_100,1,AUG_61_100_99_TRAIN0885.png,age
4458,TRAIN4458.png,monk_3,male,61_100,1,AUG_61_100_100_TRAIN4458.png,age
3313,TRAIN3313.png,monk_7,male,61_100,1,AUG_61_100_101_TRAIN3313.png,age
3518,TRAIN3518.png,monk_7,male,61_100,1,AUG_61_100_102_TRAIN3518.png,age
2158,TRAIN2158.png,monk_3,female,61_100,1,AUG_61_100_103_TRAIN2158.png,age
3935,TRAIN3935.png,monk_6,male,61_100,1,AUG_61_100_104_TRAIN3935.png,age
1364,TRAIN1364.png,monk_5,male,61_100,1,AUG_61_100_105_TRAIN1364.png,age
3730,TRAIN3730.png,monk_4,female,61_100,1,AUG_61_100_106_TRAIN3730.png,age
497,TRAIN0497.png,monk_9,male,61_100,1,AUG_61_100_107_TRAIN0497.png,age
3114,TRAIN3114.png,monk_6,female,61_100,1,AUG_61_100_108_TRAIN3114.png,age
300,TRAIN0300.png,monk_3,female,61_100,1,AUG_61_100_109_TRAIN0300.png,age
1135,TRAIN1135.png,monk_2,female,61_100,1,AUG_61_100_110_TRAIN1135.png,age
2862,TRAIN2862.png,monk_10,male,61_100,1,AUG_61_100_111_TRAIN2862.png,age
2718,TRAIN2718.png,monk_2,male,61_100,1,AUG_61_100_112_TRAIN2718.png,age
1003,TRAIN1003.png,monk_6,female,61_100,1,AUG_61_100_113_TRAIN1003.png,age
1799,TRAIN1799.png,monk_5,male,61_100,1,AUG_61_100_114_TRAIN1799.png,age
4173,TRAIN4173.png,monk_2,male,61_100,1,AUG_61_100_115_TRAIN4173.png,age
5031,TRAIN5031.png,monk_8,female,61_100,1,AUG_61_100_116_TRAIN5031.png,age
3866,TRAIN3866.png,monk_3,male,61_100,1,AUG_61_100_117_TRAIN3866.png,age
3927,TRAIN3927.png,monk_3,female,61_100,1,AUG_61_100_118_TRAIN3927.png,age
3129,TRAIN3129.png,monk_6,male,61_100,1,AUG_61_100_119_TRAIN3129.png,age
4302,TRAIN4302.png,monk_2,female,61_100,1,AUG_61_100_120_TRAIN4302.png,age
672,TRAIN0672.png,monk_5,male,61_100,1,AUG_61_100_121_TRAIN0672.png,age
1364,TRAIN1364.png,monk_5,male,61_100,1,AUG_61_100_122_TRAIN1364.png,age
5031,TRAIN5031.png,monk_8,female,61_100,1,AUG_61_100_123_TRAIN5031.png,age
4302,TRAIN4302.png,monk_2,female,61_100,1,AUG_61_100_124_TRAIN4302.png,age
2662,TRAIN2662.png,monk_5,female,61_100,1,AUG_61_100_125_TRAIN2662.png,age
3518,TRAIN3518.png,monk_7,male,61_100,1,AUG_61_100_126_TRAIN3518.png,age
3109,TRAIN3109.png,monk_6,female,61_100,1,AUG_61_100_127_TRAIN3109.png,age
1517,TRAIN1517.png,monk_2,female,61_100,1,AUG_61_100_128_TRAIN1517.png,age
2339,TRAIN2339.png,monk_6,female,61_100,1,AUG_61_100_129_TRAIN2339.png,age
1416,TRAIN1416.png,monk_3,male,61_100,1,AUG_61_100_130_TRAIN1416.png,age
2897,TRAIN2897.png,monk_8,male,61_100,1,AUG_61_100_131_TRAIN2897.png,age
1114,TRAIN1114.png,monk_6,male,61_100,1,AUG_61_100_132_TRAIN1114.png,age
3129,TRAIN3129.png,monk_6,male,61_100,1,AUG_61_100_133_TRAIN3129.png,age
244,TRAIN0244.png,monk_3,male,61_100,1,AUG_61_100_134_TRAIN0244.png,age
4302,TRAIN4302.png,monk_2,female,61_100,1,AUG_61_100_135_TRAIN4302.png,age
3557,TRAIN3557.png,monk_5,male,61_100,1,AUG_61_100_136_TRAIN3557.png,age
5041,TRAIN5041.png,monk_3,male,61_100,1,AUG_61_100_137_TRAIN5041.png,age
1003,TRAIN1003.png,monk_6,female,61_100,1,AUG_61_100_138_TRAIN1003.png,age
4080,TRAIN4080.png,monk_4,male,61_100,1,AUG_61_100_139_TRAIN4080.png,age
3957,TRAIN3957.png,monk_4,male,61_100,1,AUG_61_100_140_TRAIN3957.png,age
1881,TRAIN1881.png,monk_2,male,61_100,1,AUG_61_100_141_TRAIN1881.png,age
3711,TRAIN3711.png,monk_5,male,61_100,1,AUG_61_100_142_TRAIN3711.png,age
5072,TRAIN5072.png,monk_2,male,61_100,1,AUG_61_100_143_TRAIN5072.png,age
3109,TRAIN3109.png,monk_6,female,61_100,1,AUG_61_100_144_TRAIN3109.png,age
3395,TRAIN3395.png,monk_5,male,61_100,1,AUG_61_100_145_TRAIN3395.png,age
4925,TRAIN4925.png,monk_6,male,61_100,1,AUG_61_100_146_TRAIN4925.png,age
2853,TRAIN2853.png,monk_8,male,61_100,1,AUG_61_100_147_TRAIN2853.png,age
2070,TRAIN2070.png,monk_2,male,61_100,1,AUG_61_100_148_TRAIN2070.png,age
729,TRAIN0729.png,monk_3,male,61_100,1,AUG_61_100_149_TRAIN0729.png,age
26,TRAIN0026.png,monk_2,male,61_100,1,AUG_61_100_150_TRAIN0026.png,age
5135,TRAIN5135.png,monk_8,female,61_100,1,AUG_61_100_151_TRAIN5135.png,age
4857,TRAIN4857.png,monk_2,female,61_100,1,AUG_61_100_152_TRAIN4857.png,age
672,TRAIN0672.png,monk_5,male,61_100,1,AUG_61_100_153_TRAIN0672.png,age
2339,TRAIN2339.png,monk_6,female,61_100,1,AUG_61_100_154_TRAIN2339.png,age
4125,TRAIN4125.png,monk_3,male,61_100,1,AUG_61_100_155_TRAIN4125.png,age
2099,TRAIN2099.png,monk_7,male,61_100,1,AUG_61_100_156_TRAIN2099.png,age
999,TRAIN0999.png,monk_6,male,61_100,1,AUG_61_100_157_TRAIN0999.png,age
2897,TRAIN2897.png,monk_8,male,61_100,1,AUG_61_100_158_TRAIN2897.png,age
4322,TRAIN4322.png,monk_7,female,61_100,1,AUG_61_100_159_TRAIN4322.png,age
2070,TRAIN2070.png,monk_2,male,61_100,1,AUG_61_100_160_TRAIN2070.png,age
3395,TRAIN3395.png,monk_5,male,61_100,1,AUG_61_100_161_TRAIN3395.png,age
4857,TRAIN4857.png,monk_2,female,61_100,1,AUG_61_100_162_TRAIN4857.png,age
1003,TRAIN1003.png,monk_6,female,61_100,1,AUG_61_100_163_TRAIN1003.png,age
3557,TRAIN3557.png,monk_5,male,61_100,1,AUG_61_100_164_TRAIN3557.png,age
1874,TRAIN1874.png,monk_7,male,61_100,1,AUG_61_100_165_TRAIN1874.png,age
4173,TRAIN4173.png,monk_2,male,61_100,1,AUG_61_100_166_TRAIN4173.png,age
2862,TRAIN2862.png,monk_10,male,61_100,1,AUG_61_100_167_TRAIN2862.png,age
3518,TRAIN3518.png,monk_7,male,61_100,1,AUG_61_100_168_TRAIN3518.png,age
4925,TRAIN4925.png,monk_6,male,61_100,1,AUG_61_100_169_TRAIN4925.png,age
1517,TRAIN1517.png,monk_2,female,61_100,1,AUG_61_100_170_TRAIN1517.png,age
1799,TRAIN1799.png,monk_5,male,61_100,1,AUG_61_100_171_TRAIN1799.png,age
1135,TRAIN1135.png,monk_2,female,61_100,1,AUG_61_100_172_TRAIN1135.png,age
4322,TRAIN4322.png,monk_7,female,61_100,1,AUG_61_100_173_TRAIN4322.png,age
3113,TRAIN3113.png,monk_7,female,61_100,1,AUG_61_100_174_TRAIN3113.png,age
3395,TRAIN3395.png,monk_5,male,61_100,1,AUG_61_100_175_TRAIN3395.png,age
2339,TRAIN2339.png,monk_6,female,61_100,1,AUG_61_100_176_TRAIN2339.png,age
4252,TRAIN4252.png,monk_6,male,61_100,1,AUG_61_100_177_TRAIN4252.png,age
2853,TRAIN2853.png,monk_8,male,61_100,1,AUG_61_100_178_TRAIN2853.png,age
2565,TRAIN2565.png,monk_5,female,61_100,1,AUG_61_100_179_TRAIN2565.png,age
1847,TRAIN1847.png,monk_2,female,61_100,1,AUG_61_100_180_TRAIN1847.png,age
4322,TRAIN4322.png,monk_7,female,61_100,1,AUG_61_100_181_TRAIN4322.png,age
3730,TRAIN3730.png,monk_4,female,61_100,1,AUG_61_100_182_TRAIN3730.png,age
3049,TRAIN3049.png,monk_5,male,61_100,1,AUG_61_100_183_TRAIN3049.png,age
497,TRAIN0497.png,monk_9,male,61_100,1,AUG_61_100_184_TRAIN0497.png,age
26,TRAIN0026.png,monk_2,male,61_100,1,AUG_61_100_185_TRAIN0026.png,age
4125,TRAIN4125.png,monk_3,male,61_100,1,AUG_61_100_186_TRAIN4125.png,age
2853,TRAIN2853.png,monk_8,male,61_100,1,AUG_61_100_187_TRAIN2853.png,age
1999,TRAIN1999.png,monk_6,male,61_100,1,AUG_61_100_188_TRAIN1999.png,age
885,TRAIN0885.png,monk_8,male,61_100,1,AUG_61_100_189_TRAIN0885.png,age
2114,TRAIN2114.png,monk_4,male,61_100,1,AUG_61_100_190_TRAIN2114.png,age
1881,TRAIN1881.png,monk_2,male,61_100,1,AUG_61_100_191_TRAIN1881.png,age
5135,TRAIN5135.png,monk_8,female,61_100,1,AUG_61_100_192_TRAIN5135.png,age
2070,TRAIN2070.png,monk_2,male,61_100,1,AUG_61_100_193_TRAIN2070.png,age
3866,TRAIN3866.png,monk_3,male,61_100,1,AUG_61_100_194_TRAIN3866.png,age
1114,TRAIN1114.png,monk_6,male,61_100,1,AUG_61_100_195_TRAIN1114.png,age
2897,TRAIN2897.png,monk_8,male,61_100,1,AUG_61_100_196_TRAIN2897.png,age
2718,TRAIN2718.png,monk_2,male,61_100,1,AUG_61_100_197_TRAIN2718.png,age
3129,TRAIN3129.png,monk_6,male,61_100,1,AUG_61_100_198_TRAIN3129.png,age
244,TRAIN0244.png,monk_3,male,61_100,1,AUG_61_100_199_TRAIN0244.png,age
3029,TRAIN3029.png,monk_6,male,61_100,1,AUG_61_100_200_TRAIN3029.png,age
5135,TRAIN5135.png,monk_8,female,61_100,1,AUG_61_100_201_TRAIN5135.png,age
1799,TRAIN1799.png,monk_5,male,61_100,1,AUG_61_100_202_TRAIN1799.png,age
1847,TRAIN1847.png,monk_2,female,61_100,1,AUG_61_100_203_TRAIN1847.png,age
2099,TRAIN2099.png,monk_7,male,61_100,1,AUG_61_100_204_TRAIN2099.png,age
999,TRAIN0999.png,monk_6,male,61_100,1,AUG_61_100_205_TRAIN0999.png,age
4458,TRAIN4458.png,monk_3,male,61_100,1,AUG_61_100_206_TRAIN4458.png,age
3113,TRAIN3113.png,monk_7,female,61_100,1,AUG_61_100_207_TRAIN3113.png,age
2842,TRAIN2842.png,monk_3,male,61_100,1,AUG_61_100_208_TRAIN2842.png,age
4762,TRAIN4762.png,monk_6,male,61_100,1,AUG_61_100_209_TRAIN4762.png,age
2842,TRAIN2842.png,monk_3,male,61_100,1,AUG_61_100_210_TRAIN2842.png,age
2842,TRAIN2842.png,monk_3,male,61_100,1,AUG_61_100_211_TRAIN2842.png,age
2897,TRAIN2897.png,monk_8,male,61_100,1,AUG_61_100_212_TRAIN2897.png,age
3866,TRAIN3866.png,monk_3,male,61_100,1,AUG_61_100_213_TRAIN3866.png,age
2776,TRAIN2776.png,monk_3,male,61_100,1,AUG_61_100_214_TRAIN2776.png,age
3289,TRAIN3289.png,monk_6,female,61_100,1,AUG_61_100_215_TRAIN3289.png,age
684,TRAIN0684.png,monk_6,male,61_100,1,AUG_61_100_216_TRAIN0684.png,age
4080,TRAIN4080.png,monk_4,male,61_100,1,AUG_61_100_217_TRAIN4080.png,age
2853,TRAIN2853.png,monk_8,male,61_100,1,AUG_61_100_218_TRAIN2853.png,age
3478,TRAIN3478.png,monk_3,male,61_100,1,AUG_61_100_219_TRAIN3478.png,age
4322,TRAIN4322.png,monk_7,female,61_100,1,AUG_61_100_220_TRAIN4322.png,age
1517,TRAIN1517.png,monk_2,female,61_100,1,AUG_61_100_221_TRAIN1517.png,age
1874,TRAIN1874.png,monk_7,male,61_100,1,AUG_61_100_222_TRAIN1874.png,age
231,TRAIN0231.png,monk_7,female,61_100,1,AUG_61_100_223_TRAIN0231.png,age
1416,TRAIN1416.png,monk_3,male,61_100,1,AUG_61_100_224_TRAIN1416.png,age
2718,TRAIN2718.png,monk_2,male,61_100,1,AUG_61_100_225_TRAIN2718.png,age
3289,TRAIN3289.png,monk_6,female,61_100,1,AUG_61_100_226_TRAIN3289.png,age
26,TRAIN0026.png,monk_2,male,61_100,1,AUG_61_100_227_TRAIN0026.png,age
231,TRAIN0231.png,monk_7,female,61_100,1,AUG_61_100_228_TRAIN0231.png,age
3253,TRAIN3253.png,monk_2,female,61_100,1,AUG_61_100_229_TRAIN3253.png,age
4405,TRAIN4405.png,monk_7,female,61_100,1,AUG_61_100_230_TRAIN4405.png,age
4252,TRAIN4252.png,monk_6,male,61_100,1,AUG_61_100_231_TRAIN4252.png,age
2114,TRAIN2114.png,monk_4,male,61_100,1,AUG_61_100_232_TRAIN2114.png,age
3557,TRAIN3557.png,monk_5,male,61_100,1,AUG_61_100_233_TRAIN3557.png,age
684,TRAIN0684.png,monk_6,male,61_100,1,AUG_61_100_234_TRAIN0684.png,age
907,TRAIN0907.png,monk_5,female,61_100,1,AUG_61_100_235_TRAIN0907.png,age
2566,TRAIN2566.png,monk_8,female,61_100,1,AUG_61_100_236_TRAIN2566.png,age
3927,TRAIN3927.png,monk_3,female,61_100,1,AUG_61_100_237_TRAIN3927.png,age
4896,TRAIN4896.png,monk_5,male,61_100,1,AUG_61_100_238_TRAIN4896.png,age
4925,TRAIN4925.png,monk_6,male,61_100,1,AUG_61_100_239_TRAIN4925.png,age
3114,TRAIN3114.png,monk_6,female,61_100,1,AUG_61_100_240_TRAIN3114.png,age
160,TRAIN0160.png,monk_3,male,61_100,1,AUG_61_100_241_TRAIN0160.png,age
885,TRAIN0885.png,monk_8,male,61_100,1,AUG_61_100_242_TRAIN0885.png,age
4458,TRAIN4458.png,monk_3,male,61_100,1,AUG_61_100_243_TRAIN4458.png,age
5031,TRAIN5031.png,monk_8,female,61_100,1,AUG_61_100_244_TRAIN5031.png,age
3049,TRAIN3049.png,monk_5,male,61_100,1,AUG_61_100_245_TRAIN3049.png,age
351,TRAIN0351.png,monk_6,male,61_100,1,AUG_61_100_246_TRAIN0351.png,age
4896,TRAIN4896.png,monk_5,male,61_100,1,AUG_61_100_247_TRAIN4896.png,age
3114,TRAIN3114.png,monk_6,female,61_100,1,AUG_61_100_248_TRAIN3114.png,age
584,TRAIN0584.png,monk_6,male,61_100,1,AUG_61_100_249_TRAIN0584.png,age
612,TRAIN0612.png,monk_10,female,61_100,1,AUG_61_100_250_TRAIN0612.png,age
884,TRAIN0884.png,monk_6,male,61_100,1,AUG_61_100_251_TRAIN0884.png,age
3313,TRAIN3313.png,monk_7,male,61_100,1,AUG_61_100_252_TRAIN3313.png,age
3557,TRAIN3557.png,monk_5,male,61_100,1,AUG_61_100_253_TRAIN3557.png,age
2902,TRAIN2902.png,monk_6,female,61_100,1,AUG_61_100_254_TRAIN2902.png,age
729,TRAIN0729.png,monk_3,male,61_100,1,AUG_61_100_255_TRAIN0729.png,age
3114,TRAIN3114.png,monk_6,female,61_100,1,AUG_61_100_256_TRAIN3114.png,age
300,TRAIN0300.png,monk_3,female,61_100,1,AUG_61_100_257_TRAIN0300.png,age
1517,TRAIN1517.png,monk_2,female,61_100,1,AUG_61_100_258_TRAIN1517.png,age
1114,TRAIN1114.png,monk_6,male,61_100,1,AUG_61_100_259_TRAIN1114.png,age
2776,TRAIN2776.png,monk_3,male,61_100,1,AUG_61_100_260_TRAIN2776.png,age
1451,TRAIN1451.png,monk_2,male,61_100,1,AUG_61_100_261_TRAIN1451.png,age
1451,TRAIN1451.png,monk_2,male,61_100,1,AUG_61_100_262_TRAIN1451.png,age
2339,TRAIN2339.png,monk_6,female,61_100,1,AUG_61_100_263_TRAIN2339.png,age
3114,TRAIN3114.png,monk_6,female,61_100,1,AUG_61_100_264_TRAIN3114.png,age
1114,TRAIN1114.png,monk_6,male,61_100,1,AUG_61_100_265_TRAIN1114.png,age
26,TRAIN0026.png,monk_2,male,61_100,1,AUG_61_100_266_TRAIN0026.png,age
3114,TRAIN3114.png,monk_6,female,61_100,1,AUG_61_100_267_TRAIN3114.png,age
3289,TRAIN3289.png,monk_6,female,61_100,1,AUG_61_100_268_TRAIN3289.png,age
3518,TRAIN3518.png,monk_7,male,61_100,1,AUG_61_100_269_TRAIN3518.png,age
351,TRAIN0351.png,monk_6,male,61_100,1,AUG_61_100_270_TRAIN0351.png,age
5041,TRAIN5041.png,monk_3,male,61_100,1,AUG_61_100_271_TRAIN5041.png,age
3711,TRAIN3711.png,monk_5,male,61_100,1,AUG_61_100_272_TRAIN3711.png,age
3557,TRAIN3557.png,monk_5,male,61_100,1,AUG_61_100_273_TRAIN3557.png,age
4252,TRAIN4252.png,monk_6,male,61_100,1,AUG_61_100_274_TRAIN4252.png,age
2862,TRAIN2862.png,monk_10,male,61_100,1,AUG_61_100_275_TRAIN2862.png,age
3557,TRAIN3557.png,monk_5,male,61_100,1,AUG_61_100_276_TRAIN3557.png,age
2842,TRAIN2842.png,monk_3,male,61_100,1,AUG_61_100_277_TRAIN2842.png,age
244,TRAIN0244.png,monk_3,male,61_100,1,AUG_61_100_278_TRAIN0244.png,age
2070,TRAIN2070.png,monk_2,male,61_100,1,AUG_61_100_279_TRAIN2070.png,age
2662,TRAIN2662.png,monk_5,female,61_100,1,AUG_61_100_280_TRAIN2662.png,age
2902,TRAIN2902.png,monk_6,female,61_100,1,AUG_61_100_281_TRAIN2902.png,age
2853,TRAIN2853.png,monk_8,male,61_100,1,AUG_61_100_282_TRAIN2853.png,age
3029,TRAIN3029.png,monk_6,male,61_100,1,AUG_61_100_283_TRAIN3029.png,age
999,TRAIN0999.png,monk_6,male,61_100,1,AUG_61_100_284_TRAIN0999.png,age
2339,TRAIN2339.png,monk_6,female,61_100,1,AUG_61_100_285_TRAIN2339.png,age
4252,TRAIN4252.png,monk_6,male,61_100,1,AUG_61_100_286_TRAIN4252.png,age
2114,TRAIN2114.png,monk_4,male,61_100,1,AUG_61_100_287_TRAIN2114.png,age
1451,TRAIN1451.png,monk_2,male,61_100,1,AUG_61_100_288_TRAIN1451.png,age
3313,TRAIN3313.png,monk_7,male,61_100,1,AUG_61_100_289_TRAIN3313.png,age
4080,TRAIN4080.png,monk_4,male,61_100,1,AUG_61_100_290_TRAIN4080.png,age
584,TRAIN0584.png,monk_6,male,61_100,1,AUG_61_100_291_TRAIN0584.png,age
3957,TRAIN3957.png,monk_4,male,61_100,1,AUG_61_100_292_TRAIN3957.png,age
1517,TRAIN1517.png,monk_2,female,61_100,1,AUG_61_100_293_TRAIN1517.png,age
746,TRAIN0746.png,monk_7,male,61_100,1,AUG_61_100_294_TRAIN0746.png,age
5031,TRAIN5031.png,monk_8,female,61_100,1,AUG_61_100_295_TRAIN5031.png,age
4390,TRAIN4390.png,monk_5,female,61_100,1,AUG_61_100_296_TRAIN4390.png,age
2853,TRAIN2853.png,monk_8,male,61_100,1,AUG_61_100_297_TRAIN2853.png,age
4762,TRAIN4762.png,monk_6,male,61_100,1,AUG_61_100_298_TRAIN4762.png,age
2862,TRAIN2862.png,monk_10,male,61_100,1,AUG_61_100_299_TRAIN2862.png,age
1407,TRAIN1407.png,monk_8,male,61_100,1,AUG_61_100_300_TRAIN1407.png,age
2662,TRAIN2662.png,monk_5,female,61_100,1,AUG_61_100_301_TRAIN2662.png,age
4896,TRAIN4896.png,monk_5,male,61_100,1,AUG_61_100_302_TRAIN4896.png,age
2842,TRAIN2842.png,monk_3,male,61_100,1,AUG_61_100_303_TRAIN2842.png,age
3313,TRAIN3313.png,monk_7,male,61_100,1,AUG_61_100_304_TRAIN3313.png,age
2114,TRAIN2114.png,monk_4,male,61_100,1,AUG_61_100_305_TRAIN2114.png,age
3711,TRAIN3711.png,monk_5,male,61_100,1,AUG_61_100_306_TRAIN3711.png,age
3109,TRAIN3109.png,monk_6,female,61_100,1,AUG_61_100_307_TRAIN3109.png,age
2662,TRAIN2662.png,monk_5,female,61_100,1,AUG_61_100_308_TRAIN2662.png,age
4925,TRAIN4925.png,monk_6,male,61_100,1,AUG_61_100_309_TRAIN4925.png,age
2902,TRAIN2902.png,monk_6,female,61_100,1,AUG_61_100_310_TRAIN2902.png,age
351,TRAIN0351.png,monk_6,male,61_100,1,AUG_61_100_311_TRAIN0351.png,age
1881,TRAIN1881.png,monk_2,male,61_100,1,AUG_61_100_312_TRAIN1881.png,age
3478,TRAIN3478.png,monk_3,male,61_100,1,AUG_61_100_313_TRAIN3478.png,age
4088,TRAIN4088.png,monk_4,female,61_100,1,AUG_61_100_314_TRAIN4088.png,age
684,TRAIN0684.png,monk_6,male,61_100,1,AUG_61_100_315_TRAIN0684.png,age
1407,TRAIN1407.png,monk_8,male,61_100,1,AUG_61_100_316_TRAIN1407.png,age
3935,TRAIN3935.png,monk_6,male,61_100,1,AUG_61_100_317_TRAIN3935.png,age
1114,TRAIN1114.png,monk_6,male,61_100,1,AUG_61_100_318_TRAIN1114.png,age
5141,TRAIN5141.png,monk_3,male,61_100,1,AUG_61_100_319_TRAIN5141.png,age
4896,TRAIN4896.png,monk_5,male,61_100,1,AUG_61_100_320_TRAIN4896.png,age
4302,TRAIN4302.png,monk_2,female,61_100,1,AUG_61_100_321_TRAIN4302.png,age
4125,TRAIN4125.png,monk_3,male,61_100,1,AUG_61_100_322_TRAIN4125.png,age
2776,TRAIN2776.png,monk_3,male,61_100,1,AUG_61_100_323_TRAIN2776.png,age
558,TRAIN0558.png,monk_5,male,61_100,1,AUG_61_100_324_TRAIN0558.png,age
3518,TRAIN3518.png,monk_7,male,61_100,1,AUG_61_100_325_TRAIN3518.png,age
2842,TRAIN2842.png,monk_3,male,61_100,1,AUG_61_100_326_TRAIN2842.png,age
3114,TRAIN3114.png,monk_6,female,61_100,1,AUG_61_100_327_TRAIN3114.png,age
1847,TRAIN1847.png,monk_2,female,61_100,1,AUG_61_100_328_TRAIN1847.png,age
5135,TRAIN5135.png,monk_8,female,61_100,1,AUG_61_100_329_TRAIN5135.png,age
497,TRAIN0497.png,monk_9,male,61_100,1,AUG_61_100_330_TRAIN0497.png,age
584,TRAIN0584.png,monk_6,male,61_100,1,AUG_61_100_331_TRAIN0584.png,age
160,TRAIN0160.png,monk_3,male,61_100,1,AUG_61_100_332_TRAIN0160.png,age
3114,TRAIN3114.png,monk_6,female,61_100,1,AUG_61_100_333_TRAIN3114.png,age
4762,TRAIN4762.png,monk_6,male,61_100,1,AUG_61_100_334_TRAIN4762.png,age
3518,TRAIN3518.png,monk_7,male,61_100,1,AUG_61_100_335_TRAIN3518.png,age
1881,TRAIN1881.png,monk_2,male,61_100,1,AUG_61_100_336_TRAIN1881.png,age
